Energy (eV),Wavelength (nm),e1,e2,n,k
3.021433,410.401276,28.438084,2.243322,5.336877,0.210172
3.009754,411.993805,28.047256,2.130075,5.299778,0.200959
2.998165,413.586334,27.676413,2.023643,5.264348,0.192203
2.986665,415.178864,27.321796,1.922903,5.230257,0.183825
2.975252,416.771393,26.982038,1.827524,5.197398,0.175811
2.963927,418.363861,26.655972,1.737227,5.165679,0.168151
2.952688,419.95636,26.342588,1.651759,5.135022,0.160833
2.941534,421.548767,26.041004,1.57089,5.105357,0.153847
2.930464,423.141205,25.750456,1.494396,5.076625,0.147184
2.919477,424.733643,25.470692,1.422244,5.048815,0.140849
2.908572,426.326019,25.200947,1.354171,5.021865,0.134827
2.897749,427.918396,24.940294,1.289826,4.995694,0.129094
2.887006,429.510803,24.688265,1.229029,4.970267,0.123638
2.876342,431.103119,24.444418,1.171605,4.945549,0.11845
2.865757,432.695404,24.20837,1.117387,4.92151,0.113521
2.85525,434.287689,23.97974,1.066213,4.898121,0.108839
2.84482,435.879974,23.758179,1.017925,4.875354,0.104395
2.834466,437.472229,23.543379,0.972377,4.853186,0.100179
2.824187,439.064453,23.335052,0.929427,4.831594,0.096182
2.813982,440.656677,23.132925,0.888938,4.810557,0.092395
2.803851,442.24884,22.936749,0.850782,4.790056,0.088807
2.793793,443.841003,22.746258,0.814831,4.770069,0.085411
2.783807,445.433167,22.561251,0.780968,4.750579,0.082197
2.773893,447.025238,22.381504,0.749078,4.731572,0.079157
2.764048,448.61734,22.206816,0.719052,4.713028,0.076283
2.754274,450.209381,22.036997,0.690787,4.694934,0.073567
2.744569,451.801422,21.871857,0.664183,4.677275,0.071001
2.734932,453.393402,21.711239,0.639147,4.660037,0.068577
2.725362,454.985413,21.554976,0.615587,4.643207,0.066289
2.71586,456.577332,21.402906,0.593419,4.626772,0.064129
2.706423,458.169281,21.254881,0.572561,4.61072,0.06209
2.697052,459.761169,21.110758,0.552937,4.595038,0.060167
2.687747,461.353027,20.970398,0.534473,4.579717,0.058352
2.678505,462.944885,20.833654,0.517098,4.564741,0.05664
2.669326,464.536713,20.700411,0.500747,4.550103,0.055026
2.660211,466.128479,20.570629,0.485381,4.535801,0.053506
2.651158,467.720215,20.444391,0.470992,4.521847,0.05208
2.642166,469.311951,20.321312,0.457443,4.508202,0.050735
2.633235,470.903656,20.201271,0.444682,4.494854,0.049466
2.624365,472.4953,20.084179,0.43266,4.481798,0.048269
2.615554,474.086914,19.969923,0.421327,4.46902,0.047139
2.606803,475.678528,19.8584,0.410638,4.456514,0.046072
2.598109,477.270111,19.749529,0.400552,4.444273,0.045064
2.589475,478.861633,19.643211,0.391029,4.432286,0.044111
2.580897,480.453125,19.539667,0.382093,4.420581,0.043217
2.572376,482.044586,19.438686,0.373676,4.409136,0.042375
2.563911,483.636047,19.340002,0.365707,4.397923,0.041577
2.555503,485.227386,19.243536,0.358156,4.386935,0.040821
2.547149,486.818787,19.149206,0.350993,4.376164,0.040103
2.53885,488.410095,19.056953,0.344193,4.365605,0.039421
2.530605,490.001404,18.966885,0.337757,4.355271,0.038776
2.522414,491.592621,18.879087,0.331684,4.345175,0.038167
2.514275,493.183899,18.793152,0.325891,4.33527,0.037586
2.506189,494.775055,18.709019,0.320359,4.325551,0.037031
2.498156,496.366211,18.626625,0.31507,4.316012,0.0365
2.490174,497.957275,18.545967,0.310012,4.306653,0.035992
2.482242,499.548401,18.467428,0.305222,4.297522,0.035511
2.474361,501.139404,18.39045,0.300616,4.288552,0.035049
2.466531,502.730377,18.31498,0.296181,4.27974,0.034603
2.45875,504.32135,18.240965,0.291905,4.271081,0.034172
2.451018,505.912262,18.16861,0.287801,4.262599,0.033759
2.443335,507.503113,18.097927,0.283858,4.254297,0.033361
2.4357,509.093933,18.02854,0.280033,4.246131,0.032975
2.428112,510.684753,17.960405,0.276319,4.238097,0.032599
2.420573,512.275513,17.893627,0.272719,4.230209,0.032235
2.41308,513.866211,17.828457,0.269243,4.222496,0.031882
2.405633,515.456909,17.764406,0.26585,4.214902,0.031537
2.398232,517.047485,17.701441,0.262533,4.207424,0.031199
2.390877,518.638062,17.639715,0.2593,4.200079,0.030868
2.383568,520.228638,17.579391,0.256155,4.19289,0.030546
2.376302,521.819092,17.520033,0.253067,4.185803,0.030229
2.369082,523.409546,17.461605,0.250033,4.178815,0.029917
2.361905,524.999939,17.404472,0.24707,4.171972,0.029611
2.354772,526.590332,17.348396,0.244162,4.165244,0.029309
2.347682,528.180603,17.293156,0.241295,4.158605,0.029012
2.340634,529.770874,17.238846,0.238474,4.152068,0.028718
2.333629,531.361145,17.185759,0.23571,4.145669,0.028429
2.326667,532.951294,17.133417,0.23298,4.139349,0.028142
2.319746,534.541382,17.0818,0.230282,4.133108,0.027858
2.312865,536.13147,17.031401,0.227636,4.127004,0.027579
2.306026,537.721558,16.981709,0.225021,4.120977,0.027302
2.299228,539.311523,16.932665,0.222432,4.115021,0.027027
2.292469,540.901489,16.884674,0.219887,4.109184,0.026756
2.285751,542.491333,16.837408,0.217372,4.103426,0.026487
2.279072,544.081177,16.79072,0.21488,4.097732,0.026219
2.272432,545.671021,16.744999,0.212428,4.092148,0.025956
2.265831,547.260681,16.699965,0.210004,4.08664,0.025694
2.259268,548.850403,16.655445,0.207601,4.081188,0.025434
2.252743,550.440063,16.611874,0.205236,4.075844,0.025177
2.246256,552.029663,16.568903,0.202896,4.070568,0.024922
2.239807,553.619141,16.526403,0.200575,4.065343,0.024669
2.233395,555.208618,16.484867,0.198294,4.060229,0.024419
